id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified
1881	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001872.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1872		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (GEE, female, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR			599	rsID	60162	2									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1882	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001873.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1873		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (FBAT, male, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR			427	rsID	58906	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1883	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001874.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1874		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft cross-sectional moment of inertia (GEE, male, adjussted for multivariable)	Shaft cross-sectional moment of inertia	EUR			427	rsID	59542	1									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1884	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001875.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1875		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, female, adjussted for multivariable)	Shaft Width	EUR			599	rsID	59379	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1885	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001876.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1876		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, female, adjussted for multivariable)	Shaft Width	EUR			599	rsID	60162	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1886	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001877.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1877		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, male, adjussted for multivariable)	Shaft Width	EUR			429	rsID	58922	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1887	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001878.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1878		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, male, adjussted for multivariable)	Shaft Width	EUR			429	rsID	59553	1									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1888	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001879.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1879		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, female, adjussted for age)	Shaft Width	EUR			599	rsID	59416	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1889	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001880.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1880		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, female, adjussted for age)	Shaft Width	EUR			599	rsID	60182	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1890	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001881.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1881		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (FBAT, male, adjussted for age)	Shaft Width	EUR			429	rsID	58945	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1891	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001882.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1882		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Width (GEE, male, adjussted for age)	Shaft Width	EUR			429	rsID	59577	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1892	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001883.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1883		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (FBAT, adjussted for multivariable)	Shaft Section Modulus	EUR			1028	rsID	59850	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1893	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001884.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1884		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (GEE, adjussted for multivariable)	Shaft Section Modulus	EUR			1028	rsID	61044	1									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1894	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001885.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1885		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (FBAT, female, adjussted for multivariable)	Shaft Section Modulus	EUR			599	rsID	59379	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1895	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001886.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1886		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (GEE, female, adjussted for multivariable)	Shaft Section Modulus	EUR			599	rsID	60162	1									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1896	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001887.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1887		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (FBAT, male, adjussted for multivariable)	Shaft Section Modulus	EUR			429	rsID	58928	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1897	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001888.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1888		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft Section Modulus (GEE, male, adjussted for multivariable)	Shaft Section Modulus	EUR			429	rsID	59553	1									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1898	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001889.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1889		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (FBAT, female, adjussted for multivariable)	Troch Neck bone mineral density	EUR			646	rsID	59490	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1899	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001890.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1890		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (GEE, female, adjussted for multivariable)	Troch Neck bone mineral density	EUR			646	rsID	60290	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1900	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001891.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1891		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (FBAT, male, adjussted for multivariable)	Troch Neck bone mineral density	EUR			495	rsID	59201	0									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1901	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001892.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1892		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (GEE, male, adjussted for multivariable)	Troch Neck bone mineral density	EUR			495	rsID	59859	2									Framingham Heart Study cohort.	2017-08-08	2017-08-08
1902	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001893.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1893		Neurological	Structures of the Nervous System	Structure of Brain	Frontal lobe volume (FBAT, adjusted for multivariable)	Frontal lobe volume	EUR			705	rsID	59662	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1903	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001894.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1894		Neurological	Structures of the Nervous System	Structure of Brain	Frontal lobe volume (GEE, adjusted for multivariable)	Frontal lobe volume	EUR			705	rsID	60415	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1904	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001895.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1895		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (FBAT, adjusted for multivariable)	Hippocampal volume	EUR			327	rsID	57728	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1905	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001896.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1896		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (GEE, adjusted for multivariable)	Hippocampal volume	EUR			327	rsID	58781	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1906	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001897.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1897		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (FBAT, adjusted for multivariable)	Hippocampal volume	EUR			327	rsID	57728	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total cerebral volume.	2017-08-08	2017-08-08
1907	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001898.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1898		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (GEE, adjusted for multivariable)	Hippocampal volume	EUR			327	rsID	58781	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total cerebral volume.	2017-08-08	2017-08-08
1908	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001899.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1899		Neurological	Structures of the Nervous System	Structure of Brain	Lateral ventricular volume (FBAT, adjusted for multivariable)	Lateral ventricular volume	EUR			705	rsID	59661	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1909	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001900.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1900		Neurological	Structures of the Nervous System	Structure of Brain	Lateral ventricular volume (GEE, adjusted for multivariable)	Lateral ventricular volume	EUR			705	rsID	60415	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1910	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001901.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1901		Neurological	Structures of the Nervous System	Structure of Brain	Temporal horn volume (FBAT, adjusted for multivariable)	Temporal horn volume	EUR			705	rsID	59662	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1911	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001902.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1902		Neurological	Structures of the Nervous System	Structure of Brain	Temporal horn volume (GEE, adjusted for multivariable)	Temporal horn volume	EUR			705	rsID	60415	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1912	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001903.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1903		Neurological	Structures of the Nervous System	Structure of Brain	Occipital brain volume (FBAT, adjusted for multivariable)	Occipital brain volume	EUR			705	rsID	59662	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1913	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001904.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1904		Neurological	Structures of the Nervous System	Structure of Brain	Occipital brain volume (GEE, adjusted for multivariable)	Occipital brain volume	EUR			705	rsID	60415	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1914	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001905.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1905		Neurological	Structures of the Nervous System	Structure of Brain	Parietal brain volume (FBAT, adjusted for multivariable)	Parietal brain volume	EUR			705	rsID	59651	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1915	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001906.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1906		Neurological	Structures of the Nervous System	Structure of Brain	Parietal brain volume (GEE, adjusted for multivariable)	Parietal brain volume	EUR			705	rsID	60415	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1916	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001907.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1907		Neurological	Structures of the Nervous System	Structure of Brain	Temporal brain volume (FBAT, adjusted for multivariable)	Temporal brain volume	EUR			705	rsID	59661	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1917	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001908.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1908		Neurological	Structures of the Nervous System	Structure of Brain	Temporal brain volume (GEE, adjusted for multivariable)	Temporal brain volume	EUR			705	rsID	60415	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1918	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001909.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1909		Neurological	Structures of the Nervous System	Structure of Brain	Total cerebral brain volume (FBAT, adjusted for multivariable)	Total cerebral brain volume	EUR			705	rsID	59662	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1919	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001910.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1910		Neurological	Structures of the Nervous System	Structure of Brain	Total cerebral brain volume (GEE, adjusted for multivariable)	Total cerebral brain volume	EUR			705	rsID	60415	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1920	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001911.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1911		Neurological	Structures of the Nervous System	Structure of Brain	Frontal lobe volume (FBAT, adjusted for age and sex)	Frontal lobe volume	EUR			705	rsID	59676	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1921	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001912.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1912		Neurological	Structures of the Nervous System	Structure of Brain	Frontal lobe volume (GEE, adjusted for age and sex)	Frontal lobe volume	EUR			705	rsID	60436	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1922	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001913.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1913		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (FBAT, adjusted for age and sex)	Hippocampal volume	EUR			327	rsID	57741	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1923	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001914.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1914		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (GEE, adjusted for age and sex)	Hippocampal volume	EUR			327	rsID	58853	1									Framingham Heart Study cohort. The volumes were expressed as a ratio of total intracranial volume.	2017-08-08	2017-08-08
1924	17903297	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001915.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1915		Neurological	Structures of the Nervous System	Structure of Brain	Hippocampal volume (FBAT, adjusted for age and sex)	Hippocampal volume	EUR			327	rsID	57741	0									Framingham Heart Study cohort. The volumes were expressed as a ratio of total cerebral volume.	2017-08-08	2017-08-08
